Common_Name,Habitat_Type,Obs_Depth_m,Body_Length_cm,Body_Weight_kg,Sex,Water_Temp_C,Salinity_ppt,pH,Estimated_Age_yr
Yellowfin Tuna,Marine,351.4,200.5,169.242,Male,4.1,35.7,7.55,4.2
Bluefin Tuna,Marine,24.1,394.5,683.311,Male,18.7,33.1,7.61,14.3
Mahi-Mahi,Marine,162.5,240.2,36.774,Male,28.8,36.0,7.56,2.3
Mahi-Mahi,Marine,191.7,204.5,48.256,Female,19.4,36.4,8.19,2.7
Blue Marlin,Marine,600.0,462.9,1140.444,Male,3.8,36.7,7.54,15.8
Albacore Tuna,Marine,361.1,128.6,78.631,Juvenile,2.6,35.9,7.7,4.0
Yellowfin Tuna,Marine,978.0,186.3,282.562,Juvenile,5.7,37.0,8.24,2.9
Mahi-Mahi,Marine,196.7,220.1,35.707,Juvenile,25.7,33.4,8.0,2.4
Bluefin Tuna,Marine,331.2,420.3,541.231,Male,5.2,35.2,8.28,10.1
Albacore Tuna,Marine,279.9,141.2,61.952,Juvenile,1.9,33.4,8.21,2.5
Blue Marlin,Marine,349.2,427.6,863.57,Male,3.2,36.6,7.56,23.7
Swordfish,Marine,542.6,469.3,576.246,Male,3.8,33.2,8.26,6.7
Yellowfin Tuna,Marine,0.0,207.3,235.064,Male,20.9,34.0,8.17,2.5
Sailfish,Marine,240.6,309.9,100.929,Juvenile,2.1,34.6,7.68,5.8
Bluefin Tuna,Marine,262.9,337.2,626.481,Juvenile,3.3,33.3,7.99,12.0
Yellowfin Tuna,Marine,971.8,200.1,125.652,Male,4.1,33.1,7.92,4.3
Mahi-Mahi,Marine,180.7,227.4,42.05,Juvenile,25.7,35.2,7.68,1.1
Mahi-Mahi,Marine,127.0,199.5,38.244,Female,29.2,33.6,7.69,2.1
Swordfish,Marine,682.9,478.1,479.923,Juvenile,3.9,36.6,8.02,4.6
Sailfish,Marine,144.6,312.9,111.254,Juvenile,28.6,36.5,7.66,6.4
Yellowfin Tuna,Marine,608.6,241.0,205.62,Juvenile,1.8,33.8,7.55,3.7
Blue Marlin,Marine,21.8,486.0,1005.86,Male,18.2,35.5,7.54,18.8
Blue Marlin,Marine,464.3,507.8,968.87,Female,4.7,33.2,7.8,23.4
Blue Marlin,Marine,639.9,435.0,901.435,Juvenile,4.6,33.3,8.16,3.4
Mahi-Mahi,Marine,141.6,212.9,45.998,Female,20.9,34.0,8.12,2.1
Yellowfin Tuna,Marine,474.9,221.3,200.544,Male,1.6,35.3,7.9,3.6
Blue Marlin,Marine,627.5,560.3,529.837,Male,3.0,34.7,8.16,10.1
Yellowfin Tuna,Marine,401.1,216.7,181.0,Female,3.7,35.9,8.05,3.0
Sailfish,Marine,267.0,318.9,67.672,Female,4.1,35.1,8.39,5.5
Blue Marlin,Marine,442.4,409.8,665.596,Female,4.9,35.9,8.18,3.3
Blue Marlin,Marine,831.3,580.4,734.147,Male,3.0,34.9,7.61,14.0
Wahoo,Marine,142.9,288.2,85.242,Male,20.3,34.4,7.57,6.3
Bluefin Tuna,Marine,1000.0,389.7,563.472,Male,3.2,35.7,8.26,18.7
Yellowfin Tuna,Marine,722.9,243.0,163.217,Juvenile,4.2,34.3,8.23,3.3
Swordfish,Marine,79.0,446.2,572.218,Male,23.1,33.7,7.69,3.8
Wahoo,Marine,0.0,206.1,88.77,Male,25.7,34.7,7.61,6.0
Sailfish,Marine,139.0,324.4,94.26,Male,20.7,34.4,7.64,8.6
Bluefin Tuna,Marine,561.4,364.5,450.092,Female,4.7,33.3,8.19,16.5
Yellowfin Tuna,Marine,224.5,220.2,198.85,Juvenile,2.0,33.9,7.67,3.7
Mahi-Mahi,Marine,144.2,147.0,35.218,Female,19.7,33.9,7.68,2.5
Bluefin Tuna,Marine,0.0,432.4,777.487,Male,22.5,36.5,8.14,16.0
Albacore Tuna,Marine,247.4,144.2,48.088,Male,5.3,33.1,7.79,7.1
Bluefin Tuna,Marine,785.1,365.3,641.243,Juvenile,4.3,35.2,8.0,8.5
Blue Marlin,Marine,476.3,498.5,846.41,Juvenile,3.9,36.4,8.06,11.2
Wahoo,Marine,170.4,232.9,87.764,Juvenile,20.8,35.6,7.51,4.1
Blue Marlin,Marine,1000.0,488.1,666.883,Juvenile,1.8,34.8,8.24,16.4
Albacore Tuna,Marine,368.1,146.1,51.178,Male,1.7,36.4,7.62,7.3
Wahoo,Marine,85.4,291.1,88.271,Juvenile,19.2,34.9,7.63,3.9
Albacore Tuna,Marine,123.6,142.1,58.825,Male,24.2,33.2,8.0,5.6
Wahoo,Marine,113.4,290.1,83.722,Female,20.5,35.8,7.92,5.5
Blue Marlin,Marine,445.5,567.6,761.367,Female,2.5,36.7,8.0,14.4
Sailfish,Marine,160.8,332.5,91.793,Juvenile,24.1,35.0,7.89,6.3
Sailfish,Marine,68.2,294.4,104.767,Female,27.7,36.4,8.14,5.7
Sailfish,Marine,324.5,342.3,83.336,Female,2.0,34.9,7.92,7.0
Wahoo,Marine,281.0,284.3,82.004,Male,1.6,33.8,7.74,4.8
Swordfish,Marine,493.7,412.9,492.542,Female,2.8,36.8,7.88,1.0
Albacore Tuna,Marine,567.8,121.8,62.31,Male,3.0,33.9,8.07,8.3
Swordfish,Marine,390.2,387.3,617.129,Male,5.7,36.1,7.93,5.0
Albacore Tuna,Marine,398.0,144.1,70.092,Male,2.7,33.3,7.94,4.5
Swordfish,Marine,216.9,495.4,648.455,Juvenile,2.8,35.8,8.28,5.9
Wahoo,Marine,70.2,227.7,84.127,Female,20.8,34.0,8.3,6.6
Blue Marlin,Marine,522.1,693.7,531.005,Male,5.7,34.7,7.61,17.5
Bluefin Tuna,Marine,501.0,399.7,681.029,Male,5.1,35.5,8.33,16.0
Albacore Tuna,Marine,118.1,144.2,56.793,Male,19.6,36.8,7.62,3.9
Mahi-Mahi,Marine,169.7,230.4,25.771,Male,21.0,36.4,7.69,1.5
Bluefin Tuna,Marine,653.0,297.3,699.274,Female,3.9,35.4,8.19,6.0
Wahoo,Marine,234.0,269.1,125.473,Male,5.3,34.6,7.84,2.8
Sailfish,Marine,130.8,319.3,104.113,Juvenile,26.2,35.6,8.25,7.1
Sailfish,Marine,234.1,314.4,111.641,Male,4.2,34.2,7.66,6.2
Mahi-Mahi,Marine,118.1,193.5,45.31,Male,29.5,36.0,8.08,3.5
Bluefin Tuna,Marine,701.3,401.9,317.972,Female,2.9,36.3,7.77,18.8
Albacore Tuna,Marine,184.6,133.9,70.61,Juvenile,29.5,34.1,7.52,3.7
Wahoo,Marine,223.5,201.8,86.943,Male,1.4,34.6,8.02,0.0
Wahoo,Marine,196.0,242.0,85.928,Juvenile,27.2,33.1,8.12,4.0
Bluefin Tuna,Marine,626.1,412.1,555.783,Male,2.6,35.7,7.91,11.4
Blue Marlin,Marine,783.4,457.9,919.747,Female,4.1,34.1,7.77,12.4
Blue Marlin,Marine,266.5,418.9,753.324,Juvenile,3.1,36.8,8.38,11.0
Blue Marlin,Marine,468.7,487.4,1035.144,Male,4.1,33.9,8.28,16.1
Albacore Tuna,Marine,387.9,130.5,48.405,Juvenile,1.0,33.4,8.29,3.8
Mahi-Mahi,Marine,159.7,206.3,41.773,Male,29.1,33.4,8.32,1.9
Swordfish,Marine,499.1,360.5,450.524,Male,2.8,33.9,8.07,4.6
Yellowfin Tuna,Marine,676.3,220.9,261.667,Male,1.8,36.4,7.99,2.7
Albacore Tuna,Marine,315.3,164.4,49.826,Female,5.7,34.1,7.73,7.7
Mahi-Mahi,Marine,182.4,183.2,38.28,Juvenile,18.8,36.3,7.84,2.4
Swordfish,Marine,135.2,479.3,676.853,Juvenile,25.1,34.0,7.86,7.3
Albacore Tuna,Marine,197.0,128.1,73.968,Male,24.0,36.1,7.53,5.8
Mahi-Mahi,Marine,115.3,209.7,41.73,Male,24.4,33.2,7.51,4.1
Wahoo,Marine,114.6,255.9,86.104,Juvenile,22.3,33.1,7.58,0.9
Mahi-Mahi,Marine,39.2,171.2,38.848,Male,23.2,35.5,8.26,1.8
Albacore Tuna,Marine,318.8,156.3,69.273,Male,3.1,33.2,7.92,5.8
Bluefin Tuna,Marine,481.5,364.2,620.215,Juvenile,2.1,34.7,8.13,11.0
Yellowfin Tuna,Marine,227.3,239.2,259.181,Juvenile,3.1,35.8,8.25,3.0
Yellowfin Tuna,Marine,569.2,201.3,193.293,Female,5.0,34.4,8.17,0.5
Swordfish,Marine,378.3,357.0,591.23,Female,1.5,33.2,8.31,1.8
Albacore Tuna,Marine,491.1,118.8,46.98,Juvenile,5.7,35.2,7.97,7.4
Yellowfin Tuna,Marine,718.5,189.1,179.836,Female,1.2,34.7,8.3,3.4
Sailfish,Marine,18.6,252.8,71.023,Male,28.3,34.1,7.76,6.3
Albacore Tuna,Marine,10.1,148.3,54.664,Female,28.5,33.9,8.32,6.3
Wahoo,Marine,0.0,222.7,112.99,Female,25.9,34.9,8.39,2.3
Bluefin Tuna,Marine,285.0,417.3,616.077,Juvenile,5.5,35.4,7.52,9.8
Swordfish,Marine,329.7,285.2,544.052,Female,2.3,33.6,7.64,3.0
Albacore Tuna,Marine,323.7,142.7,81.82,Female,3.1,34.0,7.96,5.3
Mahi-Mahi,Marine,130.7,245.5,49.562,Juvenile,22.6,36.5,8.18,1.8
Swordfish,Marine,392.2,363.2,642.155,Male,2.7,35.3,8.34,6.2
Swordfish,Marine,120.4,474.6,598.823,Juvenile,28.7,33.8,7.94,2.3
Wahoo,Marine,287.9,233.6,106.632,Male,2.1,35.5,7.74,5.2
Swordfish,Marine,561.2,352.1,457.218,Juvenile,2.0,33.9,8.31,4.1
Sailfish,Marine,208.1,260.3,110.792,Male,3.0,35.3,7.94,4.4
Wahoo,Marine,282.9,217.9,85.395,Juvenile,1.9,34.5,8.04,6.9
Blue Marlin,Marine,644.6,578.1,799.107,Male,5.5,34.4,7.58,4.5
Yellowfin Tuna,Marine,587.9,222.4,209.656,Male,1.4,33.4,7.68,4.1
Sailfish,Marine,180.3,288.9,79.228,Male,30.0,36.6,7.95,6.2
Albacore Tuna,Marine,191.7,135.4,76.551,Female,25.1,36.2,8.3,3.1
Bluefin Tuna,Marine,344.8,400.9,631.994,Juvenile,4.5,34.8,8.13,11.8
Yellowfin Tuna,Marine,455.3,230.7,200.936,Juvenile,3.6,36.2,8.15,4.7
Bluefin Tuna,Marine,124.5,303.8,583.273,Juvenile,29.4,36.6,7.69,26.1
Bluefin Tuna,Marine,493.9,400.9,483.777,Juvenile,5.5,33.1,7.92,21.2
Mahi-Mahi,Marine,174.0,177.2,24.748,Male,21.5,33.6,7.63,2.5
Yellowfin Tuna,Marine,234.6,210.8,228.935,Female,4.6,36.9,7.61,5.2
Swordfish,Marine,619.7,446.2,690.655,Male,2.7,34.4,7.87,5.0
Bluefin Tuna,Marine,193.3,421.1,517.457,Juvenile,25.3,33.9,7.59,10.1
Sailfish,Marine,157.7,213.7,108.048,Female,24.4,34.9,8.06,6.0
Wahoo,Marine,146.0,187.6,82.387,Juvenile,23.9,35.9,7.87,2.1
Mahi-Mahi,Marine,126.3,244.4,27.534,Juvenile,27.5,33.2,7.9,2.5
Sailfish,Marine,170.6,291.2,78.771,Juvenile,18.4,33.1,7.78,3.5
Bluefin Tuna,Marine,479.2,417.2,590.056,Female,5.9,33.7,8.27,11.8
Blue Marlin,Marine,805.4,508.2,862.706,Male,2.7,33.2,8.23,7.0
Bluefin Tuna,Marine,89.6,480.8,462.517,Female,30.0,36.5,8.29,17.4
Mahi-Mahi,Marine,244.0,207.0,35.64,Juvenile,3.9,33.2,7.8,1.9
Swordfish,Marine,193.3,434.4,496.72,Female,28.2,33.9,8.13,3.0
Wahoo,Marine,157.7,208.4,63.503,Male,19.7,37.0,7.52,3.7
Wahoo,Marine,150.5,204.1,68.545,Female,18.4,33.7,8.38,5.8
Yellowfin Tuna,Marine,593.6,246.8,180.923,Female,5.5,35.6,8.35,2.5
Mahi-Mahi,Marine,214.4,243.6,28.202,Female,2.6,36.2,8.23,2.3
Mahi-Mahi,Marine,157.2,228.3,43.648,Male,21.6,33.6,8.27,2.8
Bluefin Tuna,Marine,330.2,399.3,639.986,Female,1.1,33.3,7.81,19.2
Yellowfin Tuna,Marine,236.8,230.9,166.369,Male,5.5,33.4,8.34,3.5
Swordfish,Marine,436.3,339.1,688.354,Male,4.0,34.3,8.01,3.6
Swordfish,Marine,203.7,290.3,471.967,Juvenile,3.0,35.8,7.63,3.4
Bluefin Tuna,Marine,172.9,463.8,564.23,Female,20.0,34.3,8.3,22.2
Blue Marlin,Marine,387.5,543.3,703.382,Juvenile,2.6,34.1,7.96,13.8
Bluefin Tuna,Marine,362.9,417.3,707.806,Female,1.8,33.1,8.25,10.5
Swordfish,Marine,369.8,411.2,627.732,Male,1.7,35.8,7.57,6.9
Wahoo,Marine,217.2,193.8,104.91,Female,2.1,34.5,7.56,4.1
Wahoo,Marine,158.6,222.9,77.867,Juvenile,20.7,33.8,8.07,3.9
Swordfish,Marine,530.4,355.2,549.33,Male,4.5,35.0,8.2,4.9
Bluefin Tuna,Marine,1000.0,414.9,576.837,Female,4.8,33.2,7.99,17.4
Mahi-Mahi,Marine,264.6,215.4,34.176,Male,4.6,35.9,8.27,2.5
Bluefin Tuna,Marine,905.6,322.1,621.282,Male,5.2,36.6,8.23,17.4
Bluefin Tuna,Marine,722.1,309.3,815.713,Female,4.6,36.1,7.72,17.2
Bluefin Tuna,Marine,765.8,421.2,545.876,Female,1.0,34.7,7.75,23.0
Bluefin Tuna,Marine,444.3,403.0,808.551,Female,4.6,34.7,8.06,16.1
Albacore Tuna,Marine,419.8,100.2,52.738,Female,3.3,36.4,8.04,3.4
Wahoo,Marine,69.6,302.7,65.813,Juvenile,29.5,33.3,8.27,8.3
Mahi-Mahi,Marine,26.8,220.6,31.661,Juvenile,20.4,35.1,8.11,3.2
Blue Marlin,Marine,453.5,514.3,923.505,Male,3.3,36.4,7.51,14.8
Yellowfin Tuna,Marine,521.8,215.0,156.979,Juvenile,4.9,34.6,8.19,2.0
Albacore Tuna,Marine,570.1,136.7,57.229,Juvenile,5.9,34.6,7.5,2.0
Blue Marlin,Marine,854.9,462.3,766.352,Female,4.1,36.1,7.55,10.4
Swordfish,Marine,490.8,440.2,662.428,Male,1.6,33.1,7.65,5.7
Bluefin Tuna,Marine,306.2,495.4,618.444,Female,5.4,34.4,8.19,9.5
Swordfish,Marine,297.6,382.6,664.734,Male,2.2,36.1,7.75,2.3
Sailfish,Marine,137.9,335.1,73.506,Female,22.8,35.0,8.0,5.2
Swordfish,Marine,235.2,427.0,721.482,Male,4.0,33.4,7.72,7.7
Bluefin Tuna,Marine,783.4,414.8,772.062,Juvenile,4.2,35.4,7.71,21.6
Sailfish,Marine,92.1,238.6,73.095,Male,20.4,34.9,7.83,7.3
Blue Marlin,Marine,345.5,526.0,889.508,Male,5.6,36.9,8.16,15.0
Yellowfin Tuna,Marine,523.0,184.4,215.222,Female,3.6,35.0,7.74,4.8
Sailfish,Marine,223.5,294.2,83.704,Female,3.6,36.6,8.37,8.0
Sailfish,Marine,167.4,250.1,73.269,Male,25.0,34.7,7.95,4.0
Wahoo,Marine,300.9,220.9,120.853,Female,2.4,34.7,7.78,5.9
Sailfish,Marine,156.5,340.4,99.594,Juvenile,28.4,35.1,8.13,6.2
Blue Marlin,Marine,127.1,389.3,960.378,Male,24.2,33.1,8.14,13.9
Albacore Tuna,Marine,182.2,117.0,72.035,Male,29.8,34.9,8.4,3.4
Mahi-Mahi,Marine,183.7,210.7,42.025,Male,28.9,36.3,7.78,1.2
Mahi-Mahi,Marine,165.5,212.0,34.948,Female,26.3,36.2,7.65,1.1
Yellowfin Tuna,Marine,535.9,221.3,130.321,Juvenile,2.0,36.2,8.02,5.1
Wahoo,Marine,138.5,243.8,83.592,Female,26.9,37.0,7.7,6.3
Bluefin Tuna,Marine,336.6,354.9,640.674,Male,1.9,35.5,7.77,15.9
Mahi-Mahi,Marine,126.0,219.9,28.549,Female,29.7,35.0,7.8,2.8
Blue Marlin,Marine,645.5,486.0,1109.176,Juvenile,3.3,33.4,7.71,12.7
Yellowfin Tuna,Marine,351.5,223.6,222.602,Female,5.7,34.3,8.13,3.4
Yellowfin Tuna,Marine,381.5,168.5,191.762,Female,3.1,33.0,7.96,3.4
Mahi-Mahi,Marine,76.0,172.2,27.216,Juvenile,28.8,35.3,8.29,0.9
Mahi-Mahi,Marine,188.5,182.9,43.147,Female,26.2,36.7,7.87,0.1
Swordfish,Marine,427.9,282.9,511.444,Female,2.3,36.1,7.84,4.2
Yellowfin Tuna,Marine,933.5,214.0,194.402,Male,6.0,35.8,7.71,1.8
Albacore Tuna,Marine,474.0,112.4,63.98,Juvenile,1.6,33.4,7.88,6.0
Bluefin Tuna,Marine,512.2,481.7,555.56,Juvenile,1.9,35.0,8.16,17.2
Mahi-Mahi,Marine,138.1,194.2,61.735,Juvenile,25.6,34.9,7.59,3.7
Sailfish,Marine,211.4,344.5,97.878,Juvenile,1.1,35.5,8.33,7.2
Bluefin Tuna,Marine,531.3,398.1,592.997,Male,6.0,36.4,7.75,18.0
Bluefin Tuna,Marine,617.4,362.6,537.221,Male,3.8,35.8,8.29,23.5
Swordfish,Marine,202.4,393.2,685.898,Female,5.6,35.4,8.25,1.4
Blue Marlin,Marine,1000.0,484.2,673.629,Female,4.5,33.3,8.3,9.8
Swordfish,Marine,589.6,374.9,624.317,Juvenile,4.5,33.9,7.97,4.5
Swordfish,Marine,193.5,431.1,633.412,Juvenile,21.1,35.6,8.18,5.8
Blue Marlin,Marine,727.7,604.7,925.712,Male,3.4,33.1,8.3,25.2
Bluefin Tuna,Marine,842.8,448.1,522.931,Female,4.6,35.8,8.07,23.8
Blue Marlin,Marine,304.5,542.0,902.737,Juvenile,5.2,37.0,7.51,18.4
Yellowfin Tuna,Marine,346.4,192.0,199.803,Male,4.1,34.9,7.52,3.0
Mahi-Mahi,Marine,76.2,199.7,32.189,Male,23.6,34.6,7.97,1.6
Wahoo,Marine,251.3,261.3,66.283,Juvenile,2.7,35.9,8.03,6.1
Sailfish,Marine,193.8,237.0,79.776,Male,22.8,35.1,8.17,5.6
Albacore Tuna,Marine,311.1,182.4,64.207,Male,5.3,35.2,8.24,3.6
Yellowfin Tuna,Marine,606.8,251.1,222.31,Female,5.9,35.4,7.78,1.9
Mahi-Mahi,Marine,53.9,157.0,39.938,Female,24.1,33.6,8.37,2.3
Sailfish,Marine,118.1,360.5,71.346,Juvenile,19.3,35.7,7.59,6.1
Albacore Tuna,Marine,360.8,148.4,56.552,Female,2.5,36.8,7.62,7.1
Bluefin Tuna,Marine,1000.0,410.0,658.608,Juvenile,5.6,36.1,7.63,16.5
Sailfish,Marine,202.3,320.0,74.819,Male,5.9,33.1,7.7,7.2
Blue Marlin,Marine,329.9,486.3,833.149,Male,4.7,36.7,8.39,9.4
Albacore Tuna,Marine,307.4,134.5,58.941,Juvenile,5.7,36.4,8.18,9.0
Wahoo,Marine,107.6,225.5,95.262,Female,22.5,34.5,8.38,1.8
Wahoo,Marine,72.1,246.0,86.358,Male,26.6,35.1,7.59,9.4
Yellowfin Tuna,Marine,557.9,228.2,120.406,Juvenile,2.9,34.7,8.2,2.9
Yellowfin Tuna,Marine,513.5,214.7,216.353,Juvenile,2.9,33.2,8.39,2.4
Bluefin Tuna,Marine,801.0,398.2,600.946,Juvenile,2.0,33.4,7.55,17.9
Yellowfin Tuna,Marine,1000.0,164.2,203.88,Male,2.4,33.9,7.99,3.3
Yellowfin Tuna,Marine,476.8,246.4,255.423,Female,4.2,34.6,8.35,2.4
Swordfish,Marine,143.7,400.9,643.203,Juvenile,26.0,33.8,7.98,6.8
Mahi-Mahi,Marine,142.8,174.9,56.705,Male,29.8,34.1,8.33,3.2
Albacore Tuna,Marine,123.9,158.0,65.105,Female,26.7,35.0,8.22,3.3
Swordfish,Marine,133.7,274.6,587.845,Juvenile,21.7,34.5,8.09,1.1
Blue Marlin,Marine,497.3,461.0,771.123,Male,4.7,35.0,8.14,12.0
Swordfish,Marine,644.7,389.5,401.846,Male,5.1,35.6,7.96,7.1
Wahoo,Marine,194.9,260.4,89.534,Male,22.0,36.9,7.96,4.3
Yellowfin Tuna,Marine,770.6,213.5,189.185,Female,4.3,35.4,7.94,3.3
Swordfish,Marine,188.2,526.7,871.201,Female,21.0,35.1,8.28,7.9
Swordfish,Marine,233.5,412.6,410.006,Female,2.2,36.4,7.7,2.9
Blue Marlin,Marine,631.6,501.3,858.528,Female,2.1,35.2,8.07,12.7
Mahi-Mahi,Marine,104.9,251.3,53.168,Male,21.0,34.4,7.89,1.9
Sailfish,Marine,207.2,297.7,104.877,Male,3.1,33.1,7.73,4.3
Sailfish,Marine,226.6,274.4,103.831,Male,4.3,33.4,7.54,7.5
Wahoo,Marine,157.0,227.3,108.17,Female,29.2,35.6,7.7,4.5
Swordfish,Marine,485.1,350.0,643.769,Juvenile,3.9,36.6,7.85,4.0
Wahoo,Marine,160.8,240.8,75.227,Female,28.8,34.2,8.15,1.6
Blue Marlin,Marine,684.4,522.2,1017.373,Female,1.9,35.3,7.85,17.4
Swordfish,Marine,341.7,417.8,429.67,Female,5.4,36.2,7.76,3.4
Swordfish,Marine,722.9,512.4,713.859,Female,3.5,33.9,7.76,4.0
Wahoo,Marine,176.5,256.0,68.218,Female,18.2,36.2,8.19,4.9
Mahi-Mahi,Marine,175.1,168.0,32.118,Female,25.4,34.9,7.7,1.2
Wahoo,Marine,214.5,271.0,83.075,Juvenile,5.8,36.8,7.89,5.5
Bluefin Tuna,Marine,890.4,289.9,671.981,Female,4.0,34.8,8.22,10.1
Swordfish,Marine,452.0,412.4,614.286,Juvenile,5.5,34.4,8.25,5.4
Albacore Tuna,Marine,372.1,131.8,53.246,Juvenile,4.5,33.4,8.29,6.3
Blue Marlin,Marine,479.0,422.9,676.524,Male,2.4,36.7,7.77,15.1
Sailfish,Marine,182.4,258.6,96.944,Female,21.6,35.4,8.13,4.9
Blue Marlin,Marine,1000.0,367.2,631.98,Juvenile,4.0,33.2,7.55,10.1
Mahi-Mahi,Marine,77.0,223.1,41.291,Male,26.3,36.1,8.33,3.2
Mahi-Mahi,Marine,226.6,238.7,52.975,Female,3.6,35.3,7.57,3.2
Albacore Tuna,Marine,256.6,129.9,60.386,Female,1.5,33.6,7.58,10.0
Albacore Tuna,Marine,277.9,134.7,52.389,Male,1.9,34.9,7.71,4.9
Bluefin Tuna,Marine,768.8,379.7,622.913,Juvenile,2.0,35.4,7.96,16.0
Sailfish,Marine,92.4,243.7,93.002,Juvenile,27.8,34.2,8.18,9.8
Yellowfin Tuna,Marine,565.6,255.8,237.606,Male,1.6,34.5,7.96,4.3
Swordfish,Marine,593.7,244.5,594.579,Male,5.8,33.1,7.86,3.3
Yellowfin Tuna,Marine,536.9,194.7,227.243,Female,3.5,34.6,8.33,3.1
Yellowfin Tuna,Marine,325.7,256.2,207.918,Female,4.8,34.4,8.01,3.4
Blue Marlin,Marine,415.9,516.6,624.283,Female,2.3,34.2,8.22,19.6
Albacore Tuna,Marine,171.6,128.5,63.38,Juvenile,21.4,33.5,8.26,6.2
Wahoo,Marine,91.2,245.1,101.397,Male,23.5,33.9,8.21,0.8
Sailfish,Marine,170.1,361.7,90.346,Male,23.1,34.1,8.1,4.2
Bluefin Tuna,Marine,155.4,325.7,616.416,Male,21.5,33.1,7.98,8.9
Sailfish,Marine,79.2,331.7,94.278,Female,27.8,36.8,8.19,8.8
Sailfish,Marine,142.5,322.3,115.307,Female,19.7,35.8,7.64,5.6
Albacore Tuna,Marine,0.0,120.2,50.541,Male,28.4,35.0,7.58,6.0
Sailfish,Marine,125.2,229.7,70.653,Juvenile,20.0,35.6,8.23,5.0
Yellowfin Tuna,Marine,87.9,257.2,174.269,Juvenile,27.3,35.6,8.36,3.5
Swordfish,Marine,433.8,393.6,614.805,Female,4.5,33.5,8.33,5.9
Sailfish,Marine,220.6,320.7,88.677,Female,1.4,34.6,8.33,2.8
Albacore Tuna,Marine,600.0,129.4,60.939,Male,4.2,34.3,7.54,2.7
Bluefin Tuna,Marine,673.0,360.0,582.296,Juvenile,1.1,33.6,7.8,21.6
Albacore Tuna,Marine,269.9,155.6,52.187,Male,2.8,34.5,7.8,7.0
Yellowfin Tuna,Marine,508.2,261.8,128.116,Male,1.5,35.9,7.98,1.7
Yellowfin Tuna,Marine,500.9,262.4,218.203,Female,4.1,33.1,7.58,4.3
Yellowfin Tuna,Marine,602.5,236.3,249.011,Juvenile,4.4,35.3,7.52,4.9
Bluefin Tuna,Marine,118.0,356.9,568.099,Male,26.7,34.6,8.31,30.4
Mahi-Mahi,Marine,101.4,198.7,39.224,Female,24.3,34.5,7.59,3.1
Bluefin Tuna,Marine,654.7,336.3,602.476,Female,1.4,33.2,8.24,18.0
Yellowfin Tuna,Marine,248.2,249.4,243.478,Juvenile,3.0,33.0,8.27,5.0
Swordfish,Marine,228.6,386.4,654.066,Male,3.6,34.8,7.76,7.9
Yellowfin Tuna,Marine,501.0,214.1,207.833,Juvenile,5.1,34.1,7.73,3.6
Wahoo,Marine,285.1,250.5,84.936,Juvenile,5.6,34.6,8.37,8.5
Sailfish,Marine,21.1,246.4,103.88,Female,28.7,34.1,8.16,4.8
Albacore Tuna,Marine,516.4,130.9,50.077,Juvenile,5.1,37.0,7.75,5.9
Yellowfin Tuna,Marine,533.6,241.5,166.289,Juvenile,5.4,34.0,8.22,4.3
Bluefin Tuna,Marine,257.5,321.2,729.072,Juvenile,2.5,35.0,8.16,18.9
Bluefin Tuna,Marine,628.0,336.7,632.895,Female,2.7,35.5,7.96,16.0
Swordfish,Marine,516.4,448.2,509.866,Male,5.1,34.4,7.6,4.8
Bluefin Tuna,Marine,249.9,455.9,622.886,Juvenile,5.7,36.7,8.39,22.5
Sailfish,Marine,233.5,295.4,87.73,Male,1.0,33.9,7.61,3.4
Yellowfin Tuna,Marine,961.1,217.6,266.979,Juvenile,4.5,36.7,8.21,3.8
Sailfish,Marine,85.1,322.3,58.394,Female,20.5,35.1,8.31,7.0
Yellowfin Tuna,Marine,630.3,249.3,198.667,Male,3.5,36.3,7.68,1.9
Blue Marlin,Marine,721.5,498.6,635.787,Juvenile,3.8,33.4,7.95,12.5
Swordfish,Marine,513.9,398.3,500.242,Male,1.5,36.7,7.8,7.7
Swordfish,Marine,478.0,375.6,589.863,Juvenile,2.3,34.7,8.0,0.8
Yellowfin Tuna,Marine,217.0,207.7,193.988,Female,5.4,36.8,8.08,3.4
Albacore Tuna,Marine,520.8,109.5,81.496,Juvenile,3.3,35.5,8.32,6.2
Yellowfin Tuna,Marine,561.7,260.6,184.203,Female,6.0,33.4,8.23,5.0
Sailfish,Marine,224.0,286.2,96.902,Female,1.7,34.5,8.2,2.5
Bluefin Tuna,Marine,622.6,445.8,469.281,Male,1.3,33.9,7.88,14.1
Mahi-Mahi,Marine,151.9,220.2,26.569,Female,28.6,34.6,7.81,2.3
Yellowfin Tuna,Marine,755.0,219.6,202.921,Male,3.2,34.3,7.93,2.5
Wahoo,Marine,335.0,308.9,95.512,Female,5.9,34.1,8.05,3.1
Swordfish,Marine,0.0,353.5,706.447,Male,23.8,35.1,7.81,3.3
Albacore Tuna,Marine,280.7,121.0,71.466,Juvenile,1.1,33.2,8.35,5.9
Yellowfin Tuna,Marine,759.3,214.2,185.247,Female,3.4,33.5,7.57,3.9
Sailfish,Marine,215.8,309.5,92.341,Female,2.6,33.8,7.92,6.9
Bluefin Tuna,Marine,227.5,294.2,631.337,Female,3.2,33.0,7.91,24.3
Wahoo,Marine,123.6,290.4,82.177,Juvenile,22.0,34.3,8.23,8.9
Albacore Tuna,Marine,405.8,135.8,54.718,Juvenile,2.5,33.9,7.85,7.7
